year,semester,entry_status,time_to_grad,count,ethnicity,gender,residency,college
1994,Spring,Transfers,NA,1,Chinese,Female,Nonresident,Clg of Engineering
1994,Spring,Transfers,NA,1,Chinese,Female,Resident,Clg of Letters & Science
1994,Spring,Transfers,NA,2,Chinese,Male,Resident,Clg of Letters & Science
1994,Spring,Transfers,NA,1,Decline to State,Female,Nonresident,Clg of Letters & Science
1994,Spring,Transfers,NA,4,Decline to State,Female,Resident,Clg of Letters & Science
1994,Spring,Transfers,NA,1,Decline to State,Male,Resident,Clg of Letters & Science
1994,Spring,Transfers,NA,1,Filipino,Female,Resident,Clg of Letters & Science
1994,Spring,Transfers,NA,1,International,Female,Nonresident,Clg of Environmental Design
1994,Spring,Transfers,NA,2,International,Male,Nonresident,Clg of Environmental Design
1994,Spring,Transfers,NA,5,International,Male,Nonresident,Clg of Letters & Science
1994,Spring,Transfers,NA,1,International,Male,Nonresident,NA
1994,Spring,Transfers,NA,1,Japanese,Female,Resident,Clg of Letters & Science
1994,Spring,Transfers,NA,2,Korean,Female,Resident,Clg of Letters & Science
1994,Spring,Transfers,NA,5,Mexican American/Chicano,Female,Resident,Clg of Letters & Science
1994,Spring,Transfers,NA,1,Mexican American/Chicano,Male,Resident,Clg of Engineering
1994,Spring,Transfers,NA,1,Mexican American/Chicano,Male,Resident,Clg of Environmental Design
1994,Spring,Transfers,NA,4,Mexican American/Chicano,Male,Resident,Clg of Letters & Science
1994,Spring,Transfers,NA,1,Mexican American/Chicano,Male,Resident,NA
1994,Spring,Transfers,NA,1,Other,Male,Resident,Clg of Letters & Science
1994,Spring,Transfers,NA,1,Other Asian,Male,Resident,Clg of Engineering
1994,Spring,Transfers,NA,1,Other Asian,Male,Resident,Clg of Letters & Science
1994,Spring,Transfers,NA,1,Other Hispanic/Latino,Female,Resident,Clg of Letters & Science
1994,Spring,Transfers,NA,2,Other Hispanic/Latino,Male,Resident,Clg of Letters & Science
1994,Spring,Transfers,NA,2,South Asian,Female,Resident,Clg of Letters & Science
1994,Spring,Transfers,NA,1,White,Female,Nonresident,Clg of Natural Resources
1994,Spring,Transfers,NA,8,White,Female,Resident,Clg of Letters & Science
1994,Spring,Transfers,NA,1,White,Female,Resident,Clg of Natural Resources
1994,Spring,Transfers,NA,2,White,Male,Nonresident,Clg of Letters & Science
1994,Spring,Transfers,NA,1,White,Male,Nonresident,NA
1994,Spring,Transfers,NA,1,White,Male,Resident,Clg of Chemistry
1994,Spring,Transfers,NA,7,White,Male,Resident,Clg of Letters & Science
1994,Spring,Transfers,NA,1,White,Male,Resident,Clg of Natural Resources
1994,Fall,New Freshmen,2,1,Chinese,Female,Nonresident,Clg of Letters & Science
1994,Fall,New Freshmen,2.5,1,Filipino,Male,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,2.5,1,International,Male,Nonresident,Clg of Letters & Science
1994,Fall,New Freshmen,2.5,1,White,Male,Nonresident,Clg of Engineering
1994,Fall,New Freshmen,3,1,African American/Black,Female,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,3,1,Chinese,Female,Nonresident,Clg of Letters & Science
1994,Fall,New Freshmen,3,7,Chinese,Female,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,3,1,Chinese,Male,Nonresident,Clg of Letters & Science
1994,Fall,New Freshmen,3,2,Chinese,Male,Resident,Clg of Engineering
1994,Fall,New Freshmen,3,4,Chinese,Male,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,3,1,Decline to State,Female,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,3,1,Decline to State,Male,Resident,Clg of Environmental Design
1994,Fall,New Freshmen,3,1,Decline to State,Male,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,3,1,Filipino,Female,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,3,1,International,Female,Nonresident,Clg of Letters & Science
1994,Fall,New Freshmen,3,1,International,Male,Nonresident,Clg of Chemistry
1994,Fall,New Freshmen,3,3,International,Male,Nonresident,Clg of Engineering
1994,Fall,New Freshmen,3,1,International,Male,Nonresident,Clg of Letters & Science
1994,Fall,New Freshmen,3,1,Japanese,Female,Nonresident,Clg of Letters & Science
1994,Fall,New Freshmen,3,1,Japanese,Female,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,3,1,Japanese,Male,Resident,Clg of Engineering
1994,Fall,New Freshmen,3,2,Korean,Female,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,3,1,Korean,Male,Nonresident,Clg of Letters & Science
1994,Fall,New Freshmen,3,1,Mexican American/Chicano,Female,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,3,1,Other Asian,Male,Resident,NA
1994,Fall,New Freshmen,3,1,Other Hispanic/Latino,Female,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,3,1,South Asian,Female,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,3,1,South Asian,Male,Resident,Clg of Engineering
1994,Fall,New Freshmen,3,1,South Asian,Male,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,3,1,White,Female,Nonresident,Clg of Letters & Science
1994,Fall,New Freshmen,3,3,White,Female,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,3,1,White,Male,Nonresident,Clg of Engineering
1994,Fall,New Freshmen,3,1,White,Male,Nonresident,Clg of Letters & Science
1994,Fall,New Freshmen,3,2,White,Male,Resident,Clg of Engineering
1994,Fall,New Freshmen,3,6,White,Male,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,3.5,1,African American/Black,Female,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,3.5,2,Chinese,Female,Nonresident,Clg of Letters & Science
1994,Fall,New Freshmen,3.5,1,Chinese,Female,Resident,Clg of Chemistry
1994,Fall,New Freshmen,3.5,1,Chinese,Female,Resident,Clg of Engineering
1994,Fall,New Freshmen,3.5,1,Chinese,Female,Resident,Clg of Environmental Design
1994,Fall,New Freshmen,3.5,16,Chinese,Female,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,3.5,1,Chinese,Male,Nonresident,Clg of Engineering
1994,Fall,New Freshmen,3.5,1,Chinese,Male,Nonresident,Clg of Environmental Design
1994,Fall,New Freshmen,3.5,2,Chinese,Male,Nonresident,Clg of Letters & Science
1994,Fall,New Freshmen,3.5,5,Chinese,Male,Resident,Clg of Engineering
1994,Fall,New Freshmen,3.5,3,Chinese,Male,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,3.5,1,Decline to State,Female,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,3.5,1,Decline to State,Female,Resident,Clg of Natural Resources
1994,Fall,New Freshmen,3.5,1,Decline to State,Male,Nonresident,Clg of Engineering
1994,Fall,New Freshmen,3.5,1,Decline to State,Male,Resident,Clg of Chemistry
1994,Fall,New Freshmen,3.5,2,Decline to State,Male,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,3.5,1,Filipino,Female,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,3.5,5,International,Female,Nonresident,Clg of Letters & Science
1994,Fall,New Freshmen,3.5,1,International,Male,Nonresident,Clg of Natural Resources
1994,Fall,New Freshmen,3.5,1,Japanese,Female,Nonresident,Clg of Letters & Science
1994,Fall,New Freshmen,3.5,1,Japanese,Male,Nonresident,Clg of Letters & Science
1994,Fall,New Freshmen,3.5,1,Korean,Female,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,3.5,2,Korean,Male,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,3.5,2,Mexican American/Chicano,Female,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,3.5,1,Mexican American/Chicano,Female,Resident,Clg of Natural Resources
1994,Fall,New Freshmen,3.5,2,Mexican American/Chicano,Male,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,3.5,1,Native American/Alaska Native,Female,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,3.5,1,Other,Male,Resident,Clg of Engineering
1994,Fall,New Freshmen,3.5,1,Other,Male,Resident,Clg of Natural Resources
1994,Fall,New Freshmen,3.5,1,Other Asian,Male,Nonresident,Clg of Letters & Science
1994,Fall,New Freshmen,3.5,2,Other Asian,Male,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,3.5,1,Other Hispanic/Latino,Female,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,3.5,1,Other Hispanic/Latino,Male,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,3.5,1,South Asian,Female,Nonresident,Clg of Letters & Science
1994,Fall,New Freshmen,3.5,1,South Asian,Female,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,3.5,2,White,Female,Nonresident,Clg of Letters & Science
1994,Fall,New Freshmen,3.5,11,White,Female,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,3.5,1,White,Female,Resident,Clg of Natural Resources
1994,Fall,New Freshmen,3.5,1,White,Male,Nonresident,Clg of Chemistry
1994,Fall,New Freshmen,3.5,2,White,Male,Nonresident,Clg of Engineering
1994,Fall,New Freshmen,3.5,2,White,Male,Nonresident,Clg of Letters & Science
1994,Fall,New Freshmen,3.5,1,White,Male,Resident,Clg of Environmental Design
1994,Fall,New Freshmen,3.5,10,White,Male,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,4,4,African American/Black,Female,Nonresident,Clg of Letters & Science
1994,Fall,New Freshmen,4,1,African American/Black,Female,Resident,Clg of Environmental Design
1994,Fall,New Freshmen,4,33,African American/Black,Female,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,4,2,African American/Black,Female,Resident,Clg of Natural Resources
1994,Fall,New Freshmen,4,1,African American/Black,Male,Nonresident,Clg of Letters & Science
1994,Fall,New Freshmen,4,1,African American/Black,Male,Resident,Clg of Chemistry
1994,Fall,New Freshmen,4,1,African American/Black,Male,Resident,Clg of Engineering
1994,Fall,New Freshmen,4,5,African American/Black,Male,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,4,1,Chinese,Female,Nonresident,Clg of Chemistry
1994,Fall,New Freshmen,4,1,Chinese,Female,Nonresident,Clg of Environmental Design
1994,Fall,New Freshmen,4,11,Chinese,Female,Nonresident,Clg of Letters & Science
1994,Fall,New Freshmen,4,2,Chinese,Female,Nonresident,Clg of Natural Resources
1994,Fall,New Freshmen,4,4,Chinese,Female,Resident,Clg of Chemistry
1994,Fall,New Freshmen,4,18,Chinese,Female,Resident,Clg of Engineering
1994,Fall,New Freshmen,4,6,Chinese,Female,Resident,Clg of Environmental Design
1994,Fall,New Freshmen,4,147,Chinese,Female,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,4,11,Chinese,Female,Resident,Clg of Natural Resources
1994,Fall,New Freshmen,4,1,Chinese,Female,Resident,NA
1994,Fall,New Freshmen,4,3,Chinese,Male,Nonresident,Clg of Chemistry
1994,Fall,New Freshmen,4,6,Chinese,Male,Nonresident,Clg of Engineering
1994,Fall,New Freshmen,4,1,Chinese,Male,Nonresident,Clg of Environmental Design
1994,Fall,New Freshmen,4,17,Chinese,Male,Nonresident,Clg of Letters & Science
1994,Fall,New Freshmen,4,5,Chinese,Male,Resident,Clg of Chemistry
1994,Fall,New Freshmen,4,61,Chinese,Male,Resident,Clg of Engineering
1994,Fall,New Freshmen,4,6,Chinese,Male,Resident,Clg of Environmental Design
1994,Fall,New Freshmen,4,93,Chinese,Male,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,4,8,Chinese,Male,Resident,Clg of Natural Resources
1994,Fall,New Freshmen,4,1,Chinese,Male,Resident,NA
1994,Fall,New Freshmen,4,1,Decline to State,Female,Nonresident,Clg of Engineering
1994,Fall,New Freshmen,4,1,Decline to State,Female,Nonresident,Clg of Letters & Science
1994,Fall,New Freshmen,4,2,Decline to State,Female,Resident,Clg of Engineering
1994,Fall,New Freshmen,4,2,Decline to State,Female,Resident,Clg of Environmental Design
1994,Fall,New Freshmen,4,24,Decline to State,Female,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,4,6,Decline to State,Female,Resident,Clg of Natural Resources
1994,Fall,New Freshmen,4,1,Decline to State,Male,Nonresident,Clg of Letters & Science
1994,Fall,New Freshmen,4,1,Decline to State,Male,Nonresident,NA
1994,Fall,New Freshmen,4,17,Decline to State,Male,Resident,Clg of Engineering
1994,Fall,New Freshmen,4,1,Decline to State,Male,Resident,Clg of Environmental Design
1994,Fall,New Freshmen,4,16,Decline to State,Male,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,4,2,Decline to State,Male,Resident,Clg of Natural Resources
1994,Fall,New Freshmen,4,1,Filipino,Female,Resident,Clg of Engineering
1994,Fall,New Freshmen,4,9,Filipino,Female,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,4,1,Filipino,Male,Nonresident,Clg of Letters & Science
1994,Fall,New Freshmen,4,3,Filipino,Male,Resident,Clg of Engineering
1994,Fall,New Freshmen,4,6,Filipino,Male,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,4,1,Filipino,Male,Resident,Clg of Natural Resources
1994,Fall,New Freshmen,4,2,International,Female,Nonresident,Clg of Chemistry
1994,Fall,New Freshmen,4,3,International,Female,Nonresident,Clg of Engineering
1994,Fall,New Freshmen,4,10,International,Female,Nonresident,Clg of Letters & Science
1994,Fall,New Freshmen,4,2,International,Female,Nonresident,Clg of Natural Resources
1994,Fall,New Freshmen,4,2,International,Male,Nonresident,Clg of Chemistry
1994,Fall,New Freshmen,4,7,International,Male,Nonresident,Clg of Engineering
1994,Fall,New Freshmen,4,4,International,Male,Nonresident,Clg of Environmental Design
1994,Fall,New Freshmen,4,10,International,Male,Nonresident,Clg of Letters & Science
1994,Fall,New Freshmen,4,1,International,Male,Nonresident,Clg of Natural Resources
1994,Fall,New Freshmen,4,1,Japanese,Female,Nonresident,Clg of Engineering
1994,Fall,New Freshmen,4,1,Japanese,Female,Resident,Clg of Engineering
1994,Fall,New Freshmen,4,15,Japanese,Female,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,4,1,Japanese,Female,Resident,Clg of Natural Resources
1994,Fall,New Freshmen,4,1,Japanese,Male,Nonresident,Clg of Engineering
1994,Fall,New Freshmen,4,1,Japanese,Male,Nonresident,Clg of Environmental Design
1994,Fall,New Freshmen,4,1,Japanese,Male,Nonresident,Clg of Letters & Science
1994,Fall,New Freshmen,4,1,Japanese,Male,Resident,Clg of Chemistry
1994,Fall,New Freshmen,4,4,Japanese,Male,Resident,Clg of Engineering
1994,Fall,New Freshmen,4,6,Japanese,Male,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,4,1,Korean,Female,Nonresident,Clg of Chemistry
1994,Fall,New Freshmen,4,3,Korean,Female,Nonresident,Clg of Letters & Science
1994,Fall,New Freshmen,4,1,Korean,Female,Nonresident,Clg of Natural Resources
1994,Fall,New Freshmen,4,2,Korean,Female,Resident,Clg of Engineering
1994,Fall,New Freshmen,4,43,Korean,Female,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,4,1,Korean,Female,Resident,Clg of Natural Resources
1994,Fall,New Freshmen,4,1,Korean,Female,Resident,NA
1994,Fall,New Freshmen,4,2,Korean,Male,Nonresident,Clg of Engineering
1994,Fall,New Freshmen,4,3,Korean,Male,Nonresident,Clg of Letters & Science
1994,Fall,New Freshmen,4,1,Korean,Male,Resident,Clg of Chemistry
1994,Fall,New Freshmen,4,6,Korean,Male,Resident,Clg of Engineering
1994,Fall,New Freshmen,4,28,Korean,Male,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,4,1,Korean,Male,Resident,Clg of Natural Resources
1994,Fall,New Freshmen,4,1,Mexican American/Chicano,Female,Resident,Clg of Environmental Design
1994,Fall,New Freshmen,4,46,Mexican American/Chicano,Female,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,4,2,Mexican American/Chicano,Female,Resident,Clg of Natural Resources
1994,Fall,New Freshmen,4,1,Mexican American/Chicano,Female,Resident,NA
1994,Fall,New Freshmen,4,1,Mexican American/Chicano,Male,Nonresident,Clg of Letters & Science
1994,Fall,New Freshmen,4,1,Mexican American/Chicano,Male,Nonresident,Clg of Natural Resources
1994,Fall,New Freshmen,4,2,Mexican American/Chicano,Male,Resident,Clg of Chemistry
1994,Fall,New Freshmen,4,2,Mexican American/Chicano,Male,Resident,Clg of Engineering
1994,Fall,New Freshmen,4,2,Mexican American/Chicano,Male,Resident,Clg of Environmental Design
1994,Fall,New Freshmen,4,22,Mexican American/Chicano,Male,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,4,1,Mexican American/Chicano,Male,Resident,Clg of Natural Resources
1994,Fall,New Freshmen,4,1,Mexican American/Chicano,Male,Resident,NA
1994,Fall,New Freshmen,4,1,Native American/Alaska Native,Female,Nonresident,Clg of Letters & Science
1994,Fall,New Freshmen,4,3,Native American/Alaska Native,Female,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,4,1,Native American/Alaska Native,Female,Resident,Clg of Natural Resources
1994,Fall,New Freshmen,4,5,Native American/Alaska Native,Male,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,4,1,Native American/Alaska Native,Male,Resident,Clg of Natural Resources
1994,Fall,New Freshmen,4,4,Other,Female,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,4,1,Other,Male,Nonresident,Clg of Letters & Science
1994,Fall,New Freshmen,4,1,Other,Male,Resident,Clg of Chemistry
1994,Fall,New Freshmen,4,2,Other,Male,Resident,Clg of Engineering
1994,Fall,New Freshmen,4,5,Other,Male,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,4,1,Other Asian,Female,Nonresident,Clg of Chemistry
1994,Fall,New Freshmen,4,4,Other Asian,Female,Nonresident,Clg of Letters & Science
1994,Fall,New Freshmen,4,2,Other Asian,Female,Resident,Clg of Chemistry
1994,Fall,New Freshmen,4,1,Other Asian,Female,Resident,Clg of Engineering
1994,Fall,New Freshmen,4,21,Other Asian,Female,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,4,1,Other Asian,Female,Resident,Clg of Natural Resources
1994,Fall,New Freshmen,4,3,Other Asian,Male,Nonresident,Clg of Engineering
1994,Fall,New Freshmen,4,4,Other Asian,Male,Nonresident,Clg of Letters & Science
1994,Fall,New Freshmen,4,1,Other Asian,Male,Nonresident,Clg of Natural Resources
1994,Fall,New Freshmen,4,1,Other Asian,Male,Resident,Clg of Chemistry
1994,Fall,New Freshmen,4,7,Other Asian,Male,Resident,Clg of Engineering
1994,Fall,New Freshmen,4,1,Other Asian,Male,Resident,Clg of Environmental Design
1994,Fall,New Freshmen,4,29,Other Asian,Male,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,4,8,Other Hispanic/Latino,Female,Nonresident,Clg of Letters & Science
1994,Fall,New Freshmen,4,32,Other Hispanic/Latino,Female,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,4,1,Other Hispanic/Latino,Female,Resident,Clg of Natural Resources
1994,Fall,New Freshmen,4,1,Other Hispanic/Latino,Female,Resident,NA
1994,Fall,New Freshmen,4,1,Other Hispanic/Latino,Male,Nonresident,Clg of Letters & Science
1994,Fall,New Freshmen,4,3,Other Hispanic/Latino,Male,Resident,Clg of Engineering
1994,Fall,New Freshmen,4,26,Other Hispanic/Latino,Male,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,4,1,Pacific Islander,Female,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,4,1,Pacific Islander,Male,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,4,2,South Asian,Female,Nonresident,Clg of Letters & Science
1994,Fall,New Freshmen,4,2,South Asian,Female,Resident,Clg of Engineering
1994,Fall,New Freshmen,4,2,South Asian,Female,Resident,Clg of Environmental Design
1994,Fall,New Freshmen,4,26,South Asian,Female,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,4,1,South Asian,Male,Nonresident,Clg of Chemistry
1994,Fall,New Freshmen,4,1,South Asian,Male,Nonresident,Clg of Engineering
1994,Fall,New Freshmen,4,3,South Asian,Male,Nonresident,Clg of Letters & Science
1994,Fall,New Freshmen,4,1,South Asian,Male,Resident,Clg of Chemistry
1994,Fall,New Freshmen,4,8,South Asian,Male,Resident,Clg of Engineering
1994,Fall,New Freshmen,4,16,South Asian,Male,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,4,1,South Asian,Male,Resident,Clg of Natural Resources
1994,Fall,New Freshmen,4,4,White,Female,Nonresident,Clg of Chemistry
1994,Fall,New Freshmen,4,1,White,Female,Nonresident,Clg of Engineering
1994,Fall,New Freshmen,4,17,White,Female,Nonresident,Clg of Letters & Science
1994,Fall,New Freshmen,4,1,White,Female,Nonresident,Clg of Natural Resources
1994,Fall,New Freshmen,4,3,White,Female,Resident,Clg of Chemistry
1994,Fall,New Freshmen,4,6,White,Female,Resident,Clg of Engineering
1994,Fall,New Freshmen,4,3,White,Female,Resident,Clg of Environmental Design
1994,Fall,New Freshmen,4,138,White,Female,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,4,25,White,Female,Resident,Clg of Natural Resources
1994,Fall,New Freshmen,4,1,White,Female,Resident,NA
1994,Fall,New Freshmen,4,1,White,Male,Nonresident,Clg of Chemistry
1994,Fall,New Freshmen,4,3,White,Male,Nonresident,Clg of Engineering
1994,Fall,New Freshmen,4,17,White,Male,Nonresident,Clg of Letters & Science
1994,Fall,New Freshmen,4,2,White,Male,Nonresident,Clg of Natural Resources
1994,Fall,New Freshmen,4,1,White,Male,Nonresident,NA
1994,Fall,New Freshmen,4,13,White,Male,Resident,Clg of Chemistry
1994,Fall,New Freshmen,4,32,White,Male,Resident,Clg of Engineering
1994,Fall,New Freshmen,4,5,White,Male,Resident,Clg of Environmental Design
1994,Fall,New Freshmen,4,128,White,Male,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,4,14,White,Male,Resident,Clg of Natural Resources
1994,Fall,New Freshmen,4.5,1,African American/Black,Female,Resident,Clg of Chemistry
1994,Fall,New Freshmen,4.5,10,African American/Black,Female,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,4.5,6,African American/Black,Male,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,4.5,1,Chinese,Female,Nonresident,Clg of Environmental Design
1994,Fall,New Freshmen,4.5,1,Chinese,Female,Nonresident,Clg of Letters & Science
1994,Fall,New Freshmen,4.5,1,Chinese,Female,Nonresident,Clg of Natural Resources
1994,Fall,New Freshmen,4.5,2,Chinese,Female,Resident,Clg of Chemistry
1994,Fall,New Freshmen,4.5,4,Chinese,Female,Resident,Clg of Engineering
1994,Fall,New Freshmen,4.5,1,Chinese,Female,Resident,Clg of Environmental Design
1994,Fall,New Freshmen,4.5,21,Chinese,Female,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,4.5,2,Chinese,Female,Resident,Clg of Natural Resources
1994,Fall,New Freshmen,4.5,1,Chinese,Male,Nonresident,Clg of Chemistry
1994,Fall,New Freshmen,4.5,3,Chinese,Male,Nonresident,Clg of Engineering
1994,Fall,New Freshmen,4.5,1,Chinese,Male,Nonresident,Clg of Environmental Design
1994,Fall,New Freshmen,4.5,4,Chinese,Male,Resident,Clg of Chemistry
1994,Fall,New Freshmen,4.5,14,Chinese,Male,Resident,Clg of Engineering
1994,Fall,New Freshmen,4.5,2,Chinese,Male,Resident,Clg of Environmental Design
1994,Fall,New Freshmen,4.5,23,Chinese,Male,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,4.5,3,Chinese,Male,Resident,Clg of Natural Resources
1994,Fall,New Freshmen,4.5,1,Chinese,Male,Resident,NA
1994,Fall,New Freshmen,4.5,2,Decline to State,Female,Resident,Clg of Engineering
1994,Fall,New Freshmen,4.5,11,Decline to State,Female,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,4.5,2,Decline to State,Female,Resident,Clg of Natural Resources
1994,Fall,New Freshmen,4.5,1,Decline to State,Male,Nonresident,Clg of Environmental Design
1994,Fall,New Freshmen,4.5,1,Decline to State,Male,Nonresident,Clg of Letters & Science
1994,Fall,New Freshmen,4.5,1,Decline to State,Male,Resident,Clg of Chemistry
1994,Fall,New Freshmen,4.5,1,Decline to State,Male,Resident,Clg of Engineering
1994,Fall,New Freshmen,4.5,4,Decline to State,Male,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,4.5,2,Filipino,Female,Resident,Clg of Chemistry
1994,Fall,New Freshmen,4.5,1,Filipino,Female,Resident,Clg of Engineering
1994,Fall,New Freshmen,4.5,4,Filipino,Female,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,4.5,1,Filipino,Female,Resident,NA
1994,Fall,New Freshmen,4.5,4,Filipino,Male,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,4.5,1,International,Female,Nonresident,Clg of Chemistry
1994,Fall,New Freshmen,4.5,3,International,Female,Nonresident,Clg of Letters & Science
1994,Fall,New Freshmen,4.5,1,International,Female,Nonresident,Clg of Natural Resources
1994,Fall,New Freshmen,4.5,3,International,Male,Nonresident,Clg of Chemistry
1994,Fall,New Freshmen,4.5,2,International,Male,Nonresident,Clg of Engineering
1994,Fall,New Freshmen,4.5,4,International,Male,Nonresident,Clg of Letters & Science
1994,Fall,New Freshmen,4.5,1,International,Male,Nonresident,NA
1994,Fall,New Freshmen,4.5,8,Japanese,Female,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,4.5,1,Japanese,Male,Resident,Clg of Engineering
1994,Fall,New Freshmen,4.5,1,Japanese,Male,Resident,Clg of Environmental Design
1994,Fall,New Freshmen,4.5,2,Japanese,Male,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,4.5,1,Japanese,Male,Resident,Clg of Natural Resources
1994,Fall,New Freshmen,4.5,1,Korean,Female,Nonresident,Clg of Letters & Science
1994,Fall,New Freshmen,4.5,1,Korean,Female,Resident,Clg of Chemistry
1994,Fall,New Freshmen,4.5,1,Korean,Female,Resident,Clg of Engineering
1994,Fall,New Freshmen,4.5,2,Korean,Female,Resident,Clg of Environmental Design
1994,Fall,New Freshmen,4.5,14,Korean,Female,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,4.5,2,Korean,Female,Resident,Clg of Natural Resources
1994,Fall,New Freshmen,4.5,1,Korean,Male,Nonresident,Clg of Letters & Science
1994,Fall,New Freshmen,4.5,2,Korean,Male,Resident,Clg of Environmental Design
1994,Fall,New Freshmen,4.5,15,Korean,Male,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,4.5,3,Korean,Male,Resident,Clg of Natural Resources
1994,Fall,New Freshmen,4.5,2,Mexican American/Chicano,Female,Resident,Clg of Chemistry
1994,Fall,New Freshmen,4.5,30,Mexican American/Chicano,Female,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,4.5,4,Mexican American/Chicano,Female,Resident,Clg of Natural Resources
1994,Fall,New Freshmen,4.5,2,Mexican American/Chicano,Male,Resident,Clg of Engineering
1994,Fall,New Freshmen,4.5,9,Mexican American/Chicano,Male,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,4.5,2,Native American/Alaska Native,Female,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,4.5,3,Other,Female,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,4.5,1,Other,Female,Resident,Clg of Natural Resources
1994,Fall,New Freshmen,4.5,1,Other,Male,Resident,Clg of Engineering
1994,Fall,New Freshmen,4.5,1,Other,Male,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,4.5,3,Other Asian,Female,Nonresident,Clg of Letters & Science
1994,Fall,New Freshmen,4.5,1,Other Asian,Female,Resident,Clg of Engineering
1994,Fall,New Freshmen,4.5,11,Other Asian,Female,Resident,Clg of Letters & Science
1994,Fall,New Freshmen,4.5,1,Other Asian,Female,Resident,Clg of Natural Resources
1994,Fall,New Freshmen,4.5,4,Other Asian,Male,Resident,Clg of Engineering
1994,Fall,New Freshmen,4.5,11,Other Asian,Male,Resident,Clg of Letters & Science
